DS1921:  E734C00004893721
Download at: 8/7/2006 10:06:27 AM

Mission State
-------------
Mission is in progress
Sample rate: 30 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  08/04/2006  15:02 
Mission Start delay: 0 minute(s)
Mission Samples: 135
Device total samples: 2827
Temperatures displayed in: (Celsius)
High Threshold: 85.0°C
Low Threshold: 0.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(none)
Current Real-Time Clock from DS1921: Monday  08/07/2006  10:06:41 
Current PC Time: Monday  08/07/2006  10:06:38 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
 08/05/2006  05:32 , 18.0°C
 08/05/2006  06:02 , 18.0°C
 08/05/2006  06:32 , 18.0°C
 08/05/2006  07:02 , 18.0°C
 08/05/2006  07:32 , 18.0°C
 08/05/2006  08:02 , 18.0°C
 08/05/2006  08:32 , 18.0°C
 08/05/2006  09:02 , 18.0°C
 08/05/2006  09:32 , 18.0°C
 08/05/2006  10:02 , 18.0°C
 08/05/2006  10:32 , 18.0°C
 08/05/2006  11:02 , 18.0°C
 08/05/2006  11:32 , 18.0°C
 08/05/2006  12:02 , 18.0°C
 08/05/2006  12:32 , 18.0°C
 08/05/2006  13:02 , 18.0°C
 08/05/2006  13:32 , 18.0°C
 08/05/2006  14:02 , 18.0°C
 08/05/2006  14:32 , 18.0°C
 08/05/2006  15:02 , 18.0°C
 08/05/2006  15:32 , 18.0°C
 08/05/2006  16:02 , 18.0°C
 08/05/2006  16:32 , 18.5°C
 08/05/2006  17:02 , 18.5°C
 08/05/2006  17:32 , 18.5°C
 08/05/2006  18:02 , 18.5°C
 08/05/2006  18:32 , 18.5°C
 08/05/2006  19:02 , 18.5°C
 08/05/2006  19:32 , 18.5°C
 08/05/2006  20:02 , 18.5°C
 08/05/2006  20:32 , 18.5°C
 08/05/2006  21:02 , 18.5°C
 08/05/2006  21:32 , 18.5°C
 08/05/2006  22:02 , 18.0°C
 08/05/2006  22:32 , 18.0°C
 08/05/2006  23:02 , 18.0°C
 08/05/2006  23:32 , 18.0°C
 08/06/2006  00:02 , 18.0°C
 08/06/2006  00:32 , 18.0°C
 08/06/2006  01:02 , 18.0°C
 08/06/2006  01:32 , 18.0°C
 08/06/2006  02:02 , 18.0°C
 08/06/2006  02:32 , 18.0°C
 08/06/2006  03:02 , 18.0°C
 08/06/2006  03:32 , 18.0°C
 08/06/2006  04:02 , 18.0°C
 08/06/2006  04:32 , 18.0°C
 08/06/2006  05:02 , 18.0°C
 08/06/2006  05:32 , 18.0°C
 08/06/2006  06:02 , 18.0°C
 08/06/2006  06:32 , 18.0°C
 08/06/2006  07:02 , 18.0°C
 08/06/2006  07:32 , 18.0°C
 08/06/2006  08:02 , 18.0°C
 08/06/2006  08:32 , 18.0°C
 08/06/2006  09:02 , 18.0°C
 08/06/2006  09:32 , 18.0°C
 08/06/2006  10:02 , 18.0°C
 08/06/2006  10:32 , 18.0°C
 08/06/2006  11:02 , 18.0°C
 08/06/2006  11:32 , 18.0°C
 08/06/2006  12:02 , 18.0°C
 08/06/2006  12:32 , 18.0°C
 08/06/2006  13:02 , 18.5°C
 08/06/2006  13:32 , 18.0°C
 08/06/2006  14:02 , 18.5°C
 08/06/2006  14:32 , 18.0°C
 08/06/2006  15:02 , 18.0°C
 08/06/2006  15:32 , 18.0°C
 08/06/2006  16:02 , 15.0°C
 08/06/2006  16:32 , 16.5°C
 08/06/2006  17:02 , 16.5°C
 08/06/2006  17:32 , 16.5°C
 08/06/2006  18:02 , 16.5°C
 08/06/2006  18:32 , 18.0°C
 08/06/2006  19:02 , 18.0°C
 08/06/2006  19:32 , 18.5°C
 08/06/2006  20:02 , 19.5°C
 08/06/2006  20:32 , 19.0°C
 08/06/2006  21:02 , 17.5°C
 08/06/2006  21:32 , 18.5°C
 08/06/2006  22:02 , 19.5°C
 08/06/2006  22:32 , 19.5°C
 08/06/2006  23:02 , 17.5°C
 08/06/2006  23:32 , 18.0°C
 08/07/2006  00:02 , 19.5°C
 08/07/2006  00:32 , 19.0°C
 08/07/2006  01:02 , 18.0°C
 08/07/2006  01:32 , 17.5°C
 08/07/2006  02:02 , 19.5°C
 08/07/2006  02:32 , 19.0°C
 08/07/2006  03:02 , 17.5°C
 08/07/2006  03:32 , 18.0°C
 08/07/2006  04:02 , 19.5°C
 08/07/2006  04:32 , 19.0°C
 08/07/2006  05:02 , 17.0°C
 08/07/2006  05:32 , 18.5°C
 08/07/2006  06:02 , 19.5°C
 08/07/2006  06:32 , 19.0°C
 08/07/2006  07:02 , 17.0°C
 08/07/2006  07:32 , 20.0°C
 08/07/2006  08:02 , 19.0°C
 08/07/2006  08:32 , 19.5°C
 08/07/2006  09:02 , 19.5°C
 08/07/2006  09:32 , 12.0°C
 08/07/2006  10:02 , 18.0°C

Debug Dump (optional)
---------------------
Register Page:
41 06 10 02 07 88 06 00 00 00 01 50 FA 1E 01 00 
00 74 00 00 A1 02 15 04 08 06 87 00 00 0B 0B 00 
Alarms:
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Histogram:
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 01 00 01 00 0A 00 79 00 02 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Log:
79 74 74 74 74 74 75 75 75 75 75 75 75 75 75 74 
75 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 
74 74 74 75 75 75 75 75 75 75 75 75 75 75 74 74 
74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 74 
74 74 74 74 74 74 74 74 74 74 74 74 75 74 75 74 
74 74 6E 71 71 71 71 74 74 75 77 76 73 75 77 77 
73 74 77 76 74 73 77 76 73 74 77 76 72 75 77 76 
72 78 76 77 77 68 74 
